userName,content,score,at,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
Derry Andreanto,"apalah notifikasi segede gaban ganggu orang main game aja, menurut ku bagus tapi kecilin lah notifikasi nya ganggu orang main game aja cok",1,2025-04-29 13:24:28,apalah notifikasi segede gaban ganggu orang main game aja menurut ku bagus tapi kecilin lah notifikasi nya ganggu orang main game aja cok,apalah notifikasi segede gaban ganggu orang main game aja menurut ku bagus tapi kecilin lah notifikasi nya ganggu orang main game aja cok,apalah notifikasi segede gaban ganggu orang main game saja menurut ku bagus tapi kecilin lah notifikasi ya ganggu orang main game saja cok,"['apalah', 'notifikasi', 'segede', 'gaban', 'ganggu', 'orang', 'main', 'game', 'saja', 'menurut', 'ku', 'bagus', 'tapi', 'kecilin', 'lah', 'notifikasi', 'ya', 'ganggu', 'orang', 'main', 'game', 'saja', 'cok']","['apalah', 'notifikasi', 'segede', 'gaban', 'ganggu', 'orang', 'main', 'game', 'ku', 'bagus', 'kecilin', 'notifikasi', 'ya', 'ganggu', 'orang', 'main', 'game', 'cok']",apa notifikasi gede gaban ganggu orang main game ku bagus kecilin notifikasi ya ganggu orang main game cok
Irvannesse Izz Zaya Sulistyo,bagus good excellent amazing,4,2025-04-29 12:35:38,bagus good excellent amazing,bagus good excellent amazing,bagus good excellent amazing,"['bagus', 'good', 'excellent', 'amazing']","['bagus', 'good', 'excellent', 'amazing']",bagus good excellent amazing
Nendi Nen,sangat bagus,5,2025-04-29 12:24:09,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus
Aziz muzhaffar,berat banget aplikasinya,2,2025-04-29 11:25:04,berat banget aplikasinya,berat banget aplikasinya,berat banget aplikasinya,"['berat', 'banget', 'aplikasinya']","['berat', 'banget', 'aplikasinya']",berat banget aplikasi
Dian Dra,bagus untuk ngeprank jadi tg😏,5,2025-04-29 11:23:24,bagus untuk ngeprank jadi tg,bagus untuk ngeprank jadi tg,bagus untuk ngeprank jadi tg,"['bagus', 'untuk', 'ngeprank', 'jadi', 'tg']","['bagus', 'ngeprank', 'tg']",bagus ngeprank tg
LISTIFAH AYI,Bagus aplikasi berguna untuk mengganti wallpaper dan lain-lain👍👍👍👍😁😁,5,2025-04-29 11:12:26,Bagus aplikasi berguna untuk mengganti wallpaper dan lainlain,bagus aplikasi berguna untuk mengganti wallpaper dan lainlain,bagus aplikasi berguna untuk mengganti wallpaper dan lainlain,"['bagus', 'aplikasi', 'berguna', 'untuk', 'mengganti', 'wallpaper', 'dan', 'lainlain']","['bagus', 'aplikasi', 'berguna', 'mengganti', 'wallpaper', 'lainlain']",bagus aplikasi guna ganti wallpaper lainlain
bang dat,"aneh banget, masa kaga bisa login pake google, Facebook, bahkan email.",1,2025-04-29 10:44:26,aneh banget masa kaga bisa login pake google Facebook bahkan email,aneh banget masa kaga bisa login pake google facebook bahkan email,aneh banget masa kagak bisa login pakai google facebook bahkan email,"['aneh', 'banget', 'masa', 'kagak', 'bisa', 'login', 'pakai', 'google', 'facebook', 'bahkan', 'email']","['aneh', 'banget', 'kagak', 'login', 'pakai', 'google', 'facebook', 'email']",aneh banget kagak login pakai google facebook email
Ate Driyanto Kriswan,"Sangat menyenangkan advonture aneka jenis gambar atau foto, qoute, gambar lucu, kartu ucapan, ilustrasi, gambar fantasi, logo, arsitek, interior, eksterior, mode, wallpaper, dst. Banyak sekali kategori gambarnya. Bisa disimpan di aturan persona, Sangat memuaskan,...",5,2025-04-29 10:29:47,Sangat menyenangkan advonture aneka jenis gambar atau foto qoute gambar lucu kartu ucapan ilustrasi gambar fantasi logo arsitek interior eksterior mode wallpaper dst Banyak sekali kategori gambarnya Bisa disimpan di aturan persona Sangat memuaskan,sangat menyenangkan advonture aneka jenis gambar atau foto qoute gambar lucu kartu ucapan ilustrasi gambar fantasi logo arsitek interior eksterior mode wallpaper dst banyak sekali kategori gambarnya bisa disimpan di aturan persona sangat memuaskan,sangat menyenangkan advonture aneka jenis gambar atau foto qoute gambar lucu kartu ucapan ilustrasi gambar fantasi logo arsitek interior eksterior mode wallpaper dst banyak sekali kategori gambarnya bisa disimpan di aturan persona sangat memuaskan,"['sangat', 'menyenangkan', 'advonture', 'aneka', 'jenis', 'gambar', 'atau', 'foto', 'qoute', 'gambar', 'lucu', 'kartu', 'ucapan', 'ilustrasi', 'gambar', 'fantasi', 'logo', 'arsitek', 'interior', 'eksterior', 'mode', 'wallpaper', 'dst', 'banyak', 'sekali', 'kategori', 'gambarnya', 'bisa', 'disimpan', 'di', 'aturan', 'persona', 'sangat', 'memuaskan']","['menyenangkan', 'advonture', 'aneka', 'jenis', 'gambar', 'foto', 'qoute', 'gambar', 'lucu', 'kartu', 'ucapan', 'ilustrasi', 'gambar', 'fantasi', 'logo', 'arsitek', 'interior', 'eksterior', 'mode', 'wallpaper', 'dst', 'kategori', 'gambarnya', 'disimpan', 'aturan', 'persona', 'memuaskan']",senang advonture aneka jenis gambar foto qoute gambar lucu kartu ucap ilustrasi gambar fantasi logo arsitek interior eksterior mode wallpaper dst kategori gambar simpan atur persona muas
kecoak tempur,Bagus buat bikin pov,5,2025-04-29 10:03:14,Bagus buat bikin pov,bagus buat bikin pov,bagus buat bikin pov,"['bagus', 'buat', 'bikin', 'pov']","['bagus', 'bikin', 'pov']",bagus bikin pov
jiansa putri erjita,"suka banget siee, bisa buat recommend tugas tugas sekolah aku",5,2025-04-29 10:03:03,suka banget siee bisa buat recommend tugas tugas sekolah aku,suka banget siee bisa buat recommend tugas tugas sekolah aku,suka banget siee bisa buat recommend tugas tugas sekolah aku,"['suka', 'banget', 'siee', 'bisa', 'buat', 'recommend', 'tugas', 'tugas', 'sekolah', 'aku']","['suka', 'banget', 'siee', 'recommend', 'tugas', 'tugas', 'sekolah']",suka banget siee recommend tugas tugas sekolah
iwan Terapi dan konseling Qur'ani,good,5,2025-04-29 09:45:58,good,good,good,['good'],['good'],good
Early Fillio,tmpt reff nya bguss bgttttt buat KLO gmbr pasti LENGKAPP -!!,5,2025-04-29 09:31:47,tmpt reff nya bguss bgttttt buat KLO gmbr pasti LENGKAPP ,tmpt reff nya bguss bgttttt buat klo gmbr pasti lengkapp ,tempat reff ya bguss bgttttt buat kalau gmbr pasti lengkap,"['tempat', 'reff', 'ya', 'bguss', 'bgttttt', 'buat', 'kalau', 'gmbr', 'pasti', 'lengkap']","['reff', 'ya', 'bguss', 'bgttttt', 'gmbr', 'lengkap']",reff ya bguss bgttttt gmbr lengkap
Abigail Cntk12,so karang Pinterest pake tanggal lahir 😑,1,2025-04-29 07:44:09,so karang Pinterest pake tanggal lahir ,so karang pinterest pake tanggal lahir ,sok karang pinterest pakai tanggal lahir,"['sok', 'karang', 'pinterest', 'pakai', 'tanggal', 'lahir']","['sok', 'karang', 'pinterest', 'pakai', 'tanggal', 'lahir']",sok karang pinterest pakai tanggal lahir
nur Mala,"aplikasi nya bgus,sangat membantu untuk mencari ide""",5,2025-04-29 06:23:51,aplikasi nya bgussangat membantu untuk mencari ide,aplikasi nya bgussangat membantu untuk mencari ide,aplikasi ya bgussangat membantu untuk mencari ide,"['aplikasi', 'ya', 'bgussangat', 'membantu', 'untuk', 'mencari', 'ide']","['aplikasi', 'ya', 'bgussangat', 'membantu', 'mencari', 'ide']",aplikasi ya bgussangat bantu cari ide
G,"minesnya ga ada tanggal unggahan postingan aj, gatau sih ada apa engga kyknya ga ada yah",4,2025-04-29 06:08:46,minesnya ga ada tanggal unggahan postingan aj gatau sih ada apa engga kyknya ga ada yah,minesnya ga ada tanggal unggahan postingan aj gatau sih ada apa engga kyknya ga ada yah,minesnya tidak ada tanggal unggahan postingan saja sih ada apa tidak kayaknya tidak ada ya,"['minesnya', 'tidak', 'ada', 'tanggal', 'unggahan', 'postingan', 'saja', 'sih', 'ada', 'apa', 'tidak', 'kayaknya', 'tidak', 'ada', 'ya']","['minesnya', 'tanggal', 'unggahan', 'postingan', 'sih', 'kayaknya', 'ya']",mes tanggal unggah postingan sih kayak ya
Freya Freya,bagus bet aplikasi nya,5,2025-04-29 05:30:50,bagus bet aplikasi nya,bagus bet aplikasi nya,bagus banget aplikasi ya,"['bagus', 'banget', 'aplikasi', 'ya']","['bagus', 'banget', 'aplikasi', 'ya']",bagus banget aplikasi ya
Sarifuddin Mapparape,"maaf aku kasi bintang 1 karena aku mau masuk, lalu aku kasi umurku, tapi nga bisa udah berulang kali aku coba tetap nga bisa tolong yah di kasi permudah untuk buka apk nya",1,2025-04-29 05:16:16,maaf aku kasi bintang  karena aku mau masuk lalu aku kasi umurku tapi nga bisa udah berulang kali aku coba tetap nga bisa tolong yah di kasi permudah untuk buka apk nya,maaf aku kasi bintang  karena aku mau masuk lalu aku kasi umurku tapi nga bisa udah berulang kali aku coba tetap nga bisa tolong yah di kasi permudah untuk buka apk nya,maaf aku kasih bintang karena aku mau masuk lalu aku kasih umurku tapi tidak bisa sudah berulang kali aku coba tetap tidak bisa tolong ya di kasih permudah untuk buka apk ya,"['maaf', 'aku', 'kasih', 'bintang', 'karena', 'aku', 'mau', 'masuk', 'lalu', 'aku', 'kasih', 'umurku', 'tapi', 'tidak', 'bisa', 'sudah', 'berulang', 'kali', 'aku', 'coba', 'tetap', 'tidak', 'bisa', 'tolong', 'ya', 'di', 'kasih', 'permudah', 'untuk', 'buka', 'apk', 'ya']","['maaf', 'kasih', 'bintang', 'masuk', 'kasih', 'umurku', 'berulang', 'kali', 'coba', 'tolong', 'ya', 'kasih', 'permudah', 'buka', 'apk', 'ya']",maaf kasih bintang masuk kasih umur ulang kali coba tolong ya kasih mudah buka apk ya
Hilda Via marta,ini kenapa yaa kok pas pemasukan usia GK bisaa di lanjutkan tolong ini harus gimana kalo dah gini!!!!,2,2025-04-29 04:18:10,ini kenapa yaa kok pas pemasukan usia GK bisaa di lanjutkan tolong ini harus gimana kalo dah gini,ini kenapa yaa kok pas pemasukan usia gk bisaa di lanjutkan tolong ini harus gimana kalo dah gini,ini kenapa ya kok pas pemasukan usia tidak bisa di lanjutkan tolong ini harus bagaimana kalau sudah begini,"['ini', 'kenapa', 'ya', 'kok', 'pas', 'pemasukan', 'usia', 'tidak', 'bisa', 'di', 'lanjutkan', 'tolong', 'ini', 'harus', 'bagaimana', 'kalau', 'sudah', 'begini']","['ya', 'pas', 'pemasukan', 'usia', 'lanjutkan', 'tolong']",ya pas pasu usia lanjut tolong
M.taufik Bintang_1,support ♥️💯,5,2025-04-29 03:16:25,support ,support ,support,['support'],['support'],support
Waewed 123,akun ku kena band woe 😡😡😭😭😔,1,2025-04-29 02:46:16,akun ku kena band woe ,akun ku kena band woe ,akun ku kena band woe,"['akun', 'ku', 'kena', 'band', 'woe']","['akun', 'ku', 'kena', 'band', 'woe']",akun ku kena band woe
Eni Indriani,bagus bisa mencari foto itu saja,5,2025-04-29 01:31:00,bagus bisa mencari foto itu saja,bagus bisa mencari foto itu saja,bagus bisa mencari foto itu saja,"['bagus', 'bisa', 'mencari', 'foto', 'itu', 'saja']","['bagus', 'mencari', 'foto']",bagus cari foto
Niken Yulianti,keren,5,2025-04-29 00:59:44,keren,keren,keren,['keren'],['keren'],keren
Alhik mah,Search nya GK lengkap dan GK akurat,1,2025-04-28 16:32:17,Search nya GK lengkap dan GK akurat,search nya gk lengkap dan gk akurat,search ya tidak lengkap dan tidak akurat,"['search', 'ya', 'tidak', 'lengkap', 'dan', 'tidak', 'akurat']","['search', 'ya', 'lengkap', 'akurat']",search ya lengkap akurat
Lisna Efiza,good...,5,2025-04-28 16:23:23,good,good,good,['good'],['good'],good
Bebek Goreng,baguss bngettttt,5,2025-04-28 15:38:51,baguss bngettttt,baguss bngettttt,bagus bngettttt,"['bagus', 'bngettttt']","['bagus', 'bngettttt']",bagus bngettttt
sutrisno trisno,BAGUS BGT TITIK!!!,5,2025-04-28 13:09:04,BAGUS BGT TITIK,bagus bgt titik,bagus banget titik,"['bagus', 'banget', 'titik']","['bagus', 'banget', 'titik']",bagus banget titik
lana mas,Perfect,5,2025-04-28 12:54:11,Perfect,perfect,perfect,['perfect'],['perfect'],perfect
viryarambha,ok,5,2025-04-28 12:48:08,ok,ok,ok,['ok'],['ok'],ok
Sienna Br,"satu kata ""good""",5,2025-04-28 11:11:18,satu kata good,satu kata good,satu kata good,"['satu', 'kata', 'good']",['good'],good
Keylaa,"bagus bgt, dan yap aku ga tau cara ambil fotonya/simpen, jadinya di screnshot aja😇😔",5,2025-04-28 09:49:35,bagus bgt dan yap aku ga tau cara ambil fotonyasimpen jadinya di screnshot aja,bagus bgt dan yap aku ga tau cara ambil fotonyasimpen jadinya di screnshot aja,bagus banget dan ya aku tidak tau cara ambil fotonyasimpen jadinya di screnshot saja,"['bagus', 'banget', 'dan', 'ya', 'aku', 'tidak', 'tau', 'cara', 'ambil', 'fotonyasimpen', 'jadinya', 'di', 'screnshot', 'saja']","['bagus', 'banget', 'ya', 'tau', 'ambil', 'fotonyasimpen', 'screnshot']",bagus banget ya tau ambil fotonyasimpen screnshot
Ranti agustina,😊😊,4,2025-04-28 09:21:34,,,,[],[],
urlocal kitsune,"aneh, saya gak melakukan pelanggaran tapi akun saya kena pelanggaran",1,2025-04-28 08:40:31,aneh saya gak melakukan pelanggaran tapi akun saya kena pelanggaran,aneh saya gak melakukan pelanggaran tapi akun saya kena pelanggaran,aneh saya tidak melakukan pelanggaran tapi akun saya kena pelanggaran,"['aneh', 'saya', 'tidak', 'melakukan', 'pelanggaran', 'tapi', 'akun', 'saya', 'kena', 'pelanggaran']","['aneh', 'pelanggaran', 'akun', 'kena', 'pelanggaran']",aneh langgar akun kena langgar
Ujung baru,baguss ajaa siwh,3,2025-04-28 08:02:36,baguss ajaa siwh,baguss ajaa siwh,bagus saja siwh,"['bagus', 'saja', 'siwh']","['bagus', 'siwh']",bagus siwh
Najwa Hikmatul,"akun ku tiba2 di nonaktifkan tanpa alasan, terus suka tiba2 keluar akun padahal gk ngapa2- in. (pokoknya gk suka)",1,2025-04-28 07:50:37,akun ku tiba di nonaktifkan tanpa alasan terus suka tiba keluar akun padahal gk ngapa in pokoknya gk suka,akun ku tiba di nonaktifkan tanpa alasan terus suka tiba keluar akun padahal gk ngapa in pokoknya gk suka,akun ku tiba di nonaktifkan tanpa alasan terus suka tiba keluar akun padahal tidak ngapa ini pokoknya tidak suka,"['akun', 'ku', 'tiba', 'di', 'nonaktifkan', 'tanpa', 'alasan', 'terus', 'suka', 'tiba', 'keluar', 'akun', 'padahal', 'tidak', 'ngapa', 'ini', 'pokoknya', 'tidak', 'suka']","['akun', 'ku', 'nonaktifkan', 'alasan', 'suka', 'akun', 'ngapa', 'pokoknya', 'suka']",akun ku nonaktif alas suka akun ngapa pokok suka
Hafsah ?,bagus dh gitu aja,5,2025-04-28 07:33:26,bagus dh gitu aja,bagus dh gitu aja,bagus dah begitu saja,"['bagus', 'dah', 'begitu', 'saja']","['bagus', 'dah']",bagus dah
山田光,gg apk🤩,5,2025-04-28 07:02:39,gg apk,gg apk,tidak apk,"['tidak', 'apk']",['apk'],apk
sasila putri,⍴іᥒ𝗍ᥱrᥱs𝗍 ᑲᥲgᥙs sіһ 𝗍⍴і sᥲᥡᥲ kᥙrᥲᥒg sᥙkᥲ 𝗍ᥲ⍴і sᥲᥡᥲ sᥙkᥲ ᑲg𝗍 ᥲᥒᥲk sᥲᥡᥲ gᥲ sᥙkᥲ 😾🎀,5,2025-04-28 06:51:47,іᥒ𝗍ᥱrᥱs𝗍 ᑲᥲgᥙs sіһ 𝗍і sᥲᥡᥲ kᥙrᥲᥒg sᥙkᥲ 𝗍ᥲі sᥲᥡᥲ sᥙkᥲ ᑲg𝗍 ᥲᥒᥲk sᥲᥡᥲ gᥲ sᥙkᥲ ,іᥒ𝗍ᥱrᥱs𝗍 ᑲᥲgᥙs sіһ 𝗍і sᥲᥡᥲ kᥙrᥲᥒg sᥙkᥲ 𝗍ᥲі sᥲᥡᥲ sᥙkᥲ ᑲg𝗍 ᥲᥒᥲk sᥲᥡᥲ gᥲ sᥙkᥲ ,іᥒ𝗍ᥱrᥱs𝗍 ᑲᥲgᥙs sіһ 𝗍і sᥲᥡᥲ kᥙrᥲᥒg sᥙkᥲ 𝗍ᥲі sᥲᥡᥲ sᥙkᥲ ᑲg𝗍 ᥲᥒᥲk sᥲᥡᥲ gᥲ sᥙkᥲ,"['іᥒ𝗍ᥱrᥱs𝗍', 'ᑲᥲgᥙs', 'sіһ', '𝗍і', 'sᥲᥡᥲ', 'kᥙrᥲᥒg', 'sᥙkᥲ', '𝗍ᥲі', 'sᥲᥡᥲ', 'sᥙkᥲ', 'ᑲg𝗍', 'ᥲᥒᥲk', 'sᥲᥡᥲ', 'gᥲ', 'sᥙkᥲ']","['іᥒ𝗍ᥱrᥱs𝗍', 'ᑲᥲgᥙs', 'sіһ', '𝗍і', 'sᥲᥡᥲ', 'kᥙrᥲᥒg', 'sᥙkᥲ', '𝗍ᥲі', 'sᥲᥡᥲ', 'sᥙkᥲ', 'ᑲg𝗍', 'ᥲᥒᥲk', 'sᥲᥡᥲ', 'gᥲ', 'sᥙkᥲ']",r s g s s  s k r g s k  s s k g k s g s k
kinarian mehrunisa anantyo,akun saya malah kesuspend padahal saya nggak post apa-apa lagi trouble kah 😐,1,2025-04-28 05:32:21,akun saya malah kesuspend padahal saya nggak post apaapa lagi trouble kah ,akun saya malah kesuspend padahal saya nggak post apaapa lagi trouble kah ,akun saya malah kesuspend padahal saya tidak post apaapa lagi trouble kah,"['akun', 'saya', 'malah', 'kesuspend', 'padahal', 'saya', 'tidak', 'post', 'apaapa', 'lagi', 'trouble', 'kah']","['akun', 'kesuspend', 'post', 'apaapa', 'trouble', 'kah']",akun kesuspend post apaapa trouble kah
aulia amel,tolong hapus gambar gambar yang tidak senonoh / terbuka,2,2025-04-28 03:42:15,tolong hapus gambar gambar yang tidak senonoh  terbuka,tolong hapus gambar gambar yang tidak senonoh  terbuka,tolong hapus gambar gambar yang tidak senonoh terbuka,"['tolong', 'hapus', 'gambar', 'gambar', 'yang', 'tidak', 'senonoh', 'terbuka']","['tolong', 'hapus', 'gambar', 'gambar', 'senonoh', 'terbuka']",tolong hapus gambar gambar senonoh buka
Suryna Nana,saya tidak bisa masuk padahal Saya udah mengisi formulir pendaftaran dengan benar dan baik,1,2025-04-28 02:49:39,saya tidak bisa masuk padahal Saya udah mengisi formulir pendaftaran dengan benar dan baik,saya tidak bisa masuk padahal saya udah mengisi formulir pendaftaran dengan benar dan baik,saya tidak bisa masuk padahal saya sudah mengisi formulir pendaftaran dengan benar dan baik,"['saya', 'tidak', 'bisa', 'masuk', 'padahal', 'saya', 'sudah', 'mengisi', 'formulir', 'pendaftaran', 'dengan', 'benar', 'dan', 'baik']","['masuk', 'mengisi', 'formulir', 'pendaftaran']",masuk isi formulir daftar
Fiya Cantik,Mon maaf aku g bisa loginnnn. knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn. tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang🙏🙏,1,2025-04-28 02:32:11,Mon maaf aku g bisa loginnnn knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,mon maaf aku g bisa loginnnn knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,mon maaf aku tidak bisa loginnnn kenapa sih pintrest ini harus login dulu sudah tau aku tidak bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,"['mon', 'maaf', 'aku', 'tidak', 'bisa', 'loginnnn', 'kenapa', 'sih', 'pintrest', 'ini', 'harus', 'login', 'dulu', 'sudah', 'tau', 'aku', 'tidak', 'bisa', 'loginn', 'tolong', 'untuk', 'up', 'selanjutnya', 'jangan', 'ada', 'login', 'soalnya', 'aku', 'cuma', 'mau', 'ambil', 'gambar', 'doang']","['mon', 'maaf', 'loginnnn', 'sih', 'pintrest', 'login', 'tau', 'loginn', 'tolong', 'up', 'login', 'ambil', 'gambar', 'doang']",mon maaf loginnnn sih pintrest login tau loginn tolong up login ambil gambar doang
kurnia bustanil,sangat menginspirasi,5,2025-04-28 01:54:43,sangat menginspirasi,sangat menginspirasi,sangat menginspirasi,"['sangat', 'menginspirasi']",['menginspirasi'],inspirasi
Dwi aris Priyatno,Buat nyari bahan tema total launcher di sini lumayan banyak,5,2025-04-27 23:56:17,Buat nyari bahan tema total launcher di sini lumayan banyak,buat nyari bahan tema total launcher di sini lumayan banyak,buat mencari bahan tema total launcher di sini lumayan banyak,"['buat', 'mencari', 'bahan', 'tema', 'total', 'launcher', 'di', 'sini', 'lumayan', 'banyak']","['mencari', 'bahan', 'tema', 'total', 'launcher', 'lumayan']",cari bahan tema total launcher lumayan
Bayu Brahmantara,lumayan lah,4,2025-04-27 23:30:44,lumayan lah,lumayan lah,lumayan lah,"['lumayan', 'lah']",['lumayan'],lumayan
Qu Til,"transfer duit jd mudah dgn pinterest,....",5,2025-04-27 23:26:31,transfer duit jd mudah dgn pinterest,transfer duit jd mudah dgn pinterest,transfer duit jadi mudah dengan pinterest,"['transfer', 'duit', 'jadi', 'mudah', 'dengan', 'pinterest']","['transfer', 'duit', 'mudah', 'pinterest']",transfer duit mudah pinterest
