at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-04-29 13:24:28,Derry Andreanto,1,"apalah notifikasi segede gaban ganggu orang main game aja, menurut ku bagus tapi kecilin lah notifikasi nya ganggu orang main game aja cok",apalah notifikasi segede gaban ganggu orang main game aja menurut ku bagus tapi kecilin lah notifikasi nya ganggu orang main game aja cok,apalah notifikasi segede gaban ganggu orang main game aja menurut ku bagus tapi kecilin lah notifikasi nya ganggu orang main game aja cok,apalah notifikasi segede gaban ganggu orang main game saja menurut ku bagus tapi kecilin lah notifikasi ya ganggu orang main game saja cok,"['apalah', 'notifikasi', 'segede', 'gaban', 'ganggu', 'orang', 'main', 'game', 'saja', 'menurut', 'ku', 'bagus', 'tapi', 'kecilin', 'lah', 'notifikasi', 'ya', 'ganggu', 'orang', 'main', 'game', 'saja', 'cok']","['apalah', 'notifikasi', 'segede', 'gaban', 'ganggu', 'orang', 'main', 'game', 'ku', 'bagus', 'kecilin', 'notifikasi', 'ya', 'ganggu', 'orang', 'main', 'game', 'cok']",apa notifikasi gede gaban ganggu orang main game ku bagus kecilin notifikasi ya ganggu orang main game cok
2025-04-29 12:35:38,Irvannesse Izz Zaya Sulistyo,4,bagus good excellent amazing,bagus good excellent amazing,bagus good excellent amazing,bagus good excellent amazing,"['bagus', 'good', 'excellent', 'amazing']","['bagus', 'good', 'excellent', 'amazing']",bagus good excellent amazing
2025-04-29 12:24:09,Nendi Nen,5,sangat bagus,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus
2025-04-29 11:25:04,Aziz muzhaffar,2,berat banget aplikasinya,berat banget aplikasinya,berat banget aplikasinya,berat banget aplikasinya,"['berat', 'banget', 'aplikasinya']","['berat', 'banget', 'aplikasinya']",berat banget aplikasi
2025-04-29 11:23:24,Dian Dra,5,bagus untuk ngeprank jadi tg😏,bagus untuk ngeprank jadi tg,bagus untuk ngeprank jadi tg,bagus untuk ngeprank jadi tg,"['bagus', 'untuk', 'ngeprank', 'jadi', 'tg']","['bagus', 'ngeprank', 'tg']",bagus ngeprank tg
2025-04-29 11:12:26,LISTIFAH AYI,5,Bagus aplikasi berguna untuk mengganti wallpaper dan lain-lain👍👍👍👍😁😁,Bagus aplikasi berguna untuk mengganti wallpaper dan lainlain,bagus aplikasi berguna untuk mengganti wallpaper dan lainlain,bagus aplikasi berguna untuk mengganti wallpaper dan lainlain,"['bagus', 'aplikasi', 'berguna', 'untuk', 'mengganti', 'wallpaper', 'dan', 'lainlain']","['bagus', 'aplikasi', 'berguna', 'mengganti', 'wallpaper', 'lainlain']",bagus aplikasi guna ganti wallpaper lainlain
2025-04-29 10:44:26,bang dat,1,"aneh banget, masa kaga bisa login pake google, Facebook, bahkan email.",aneh banget masa kaga bisa login pake google Facebook bahkan email,aneh banget masa kaga bisa login pake google facebook bahkan email,aneh banget masa kagak bisa login pakai google facebook bahkan email,"['aneh', 'banget', 'masa', 'kagak', 'bisa', 'login', 'pakai', 'google', 'facebook', 'bahkan', 'email']","['aneh', 'banget', 'kagak', 'login', 'pakai', 'google', 'facebook', 'email']",aneh banget kagak login pakai google facebook email
2025-04-29 10:29:47,Ate Driyanto Kriswan,5,"Sangat menyenangkan advonture aneka jenis gambar atau foto, qoute, gambar lucu, kartu ucapan, ilustrasi, gambar fantasi, logo, arsitek, interior, eksterior, mode, wallpaper, dst. Banyak sekali kategori gambarnya. Bisa disimpan di aturan persona, Sangat memuaskan,...",Sangat menyenangkan advonture aneka jenis gambar atau foto qoute gambar lucu kartu ucapan ilustrasi gambar fantasi logo arsitek interior eksterior mode wallpaper dst Banyak sekali kategori gambarnya Bisa disimpan di aturan persona Sangat memuaskan,sangat menyenangkan advonture aneka jenis gambar atau foto qoute gambar lucu kartu ucapan ilustrasi gambar fantasi logo arsitek interior eksterior mode wallpaper dst banyak sekali kategori gambarnya bisa disimpan di aturan persona sangat memuaskan,sangat menyenangkan advonture aneka jenis gambar atau foto qoute gambar lucu kartu ucapan ilustrasi gambar fantasi logo arsitek interior eksterior mode wallpaper dst banyak sekali kategori gambarnya bisa disimpan di aturan persona sangat memuaskan,"['sangat', 'menyenangkan', 'advonture', 'aneka', 'jenis', 'gambar', 'atau', 'foto', 'qoute', 'gambar', 'lucu', 'kartu', 'ucapan', 'ilustrasi', 'gambar', 'fantasi', 'logo', 'arsitek', 'interior', 'eksterior', 'mode', 'wallpaper', 'dst', 'banyak', 'sekali', 'kategori', 'gambarnya', 'bisa', 'disimpan', 'di', 'aturan', 'persona', 'sangat', 'memuaskan']","['menyenangkan', 'advonture', 'aneka', 'jenis', 'gambar', 'foto', 'qoute', 'gambar', 'lucu', 'kartu', 'ucapan', 'ilustrasi', 'gambar', 'fantasi', 'logo', 'arsitek', 'interior', 'eksterior', 'mode', 'wallpaper', 'dst', 'kategori', 'gambarnya', 'disimpan', 'aturan', 'persona', 'memuaskan']",senang advonture aneka jenis gambar foto qoute gambar lucu kartu ucap ilustrasi gambar fantasi logo arsitek interior eksterior mode wallpaper dst kategori gambar simpan atur persona muas
2025-04-29 10:03:14,kecoak tempur,5,Bagus buat bikin pov,Bagus buat bikin pov,bagus buat bikin pov,bagus buat bikin pov,"['bagus', 'buat', 'bikin', 'pov']","['bagus', 'bikin', 'pov']",bagus bikin pov
2025-04-29 10:03:03,jiansa putri erjita,5,"suka banget siee, bisa buat recommend tugas tugas sekolah aku",suka banget siee bisa buat recommend tugas tugas sekolah aku,suka banget siee bisa buat recommend tugas tugas sekolah aku,suka banget siee bisa buat recommend tugas tugas sekolah aku,"['suka', 'banget', 'siee', 'bisa', 'buat', 'recommend', 'tugas', 'tugas', 'sekolah', 'aku']","['suka', 'banget', 'siee', 'recommend', 'tugas', 'tugas', 'sekolah']",suka banget siee recommend tugas tugas sekolah
2025-04-29 09:45:58,iwan Terapi dan konseling Qur'ani,5,good,good,good,good,['good'],['good'],good
2025-04-29 09:31:47,Early Fillio,5,tmpt reff nya bguss bgttttt buat KLO gmbr pasti LENGKAPP -!!,tmpt reff nya bguss bgttttt buat KLO gmbr pasti LENGKAPP ,tmpt reff nya bguss bgttttt buat klo gmbr pasti lengkapp ,tempat reff ya bguss bgttttt buat kalau gmbr pasti lengkap,"['tempat', 'reff', 'ya', 'bguss', 'bgttttt', 'buat', 'kalau', 'gmbr', 'pasti', 'lengkap']","['reff', 'ya', 'bguss', 'bgttttt', 'gmbr', 'lengkap']",reff ya bguss bgttttt gmbr lengkap
2025-04-29 07:44:09,Abigail Cntk12,1,so karang Pinterest pake tanggal lahir 😑,so karang Pinterest pake tanggal lahir ,so karang pinterest pake tanggal lahir ,sok karang pinterest pakai tanggal lahir,"['sok', 'karang', 'pinterest', 'pakai', 'tanggal', 'lahir']","['sok', 'karang', 'pinterest', 'pakai', 'tanggal', 'lahir']",sok karang pinterest pakai tanggal lahir
2025-04-29 06:23:51,nur Mala,5,"aplikasi nya bgus,sangat membantu untuk mencari ide""",aplikasi nya bgussangat membantu untuk mencari ide,aplikasi nya bgussangat membantu untuk mencari ide,aplikasi ya bgussangat membantu untuk mencari ide,"['aplikasi', 'ya', 'bgussangat', 'membantu', 'untuk', 'mencari', 'ide']","['aplikasi', 'ya', 'bgussangat', 'membantu', 'mencari', 'ide']",aplikasi ya bgussangat bantu cari ide
2025-04-29 06:08:46,G,4,"minesnya ga ada tanggal unggahan postingan aj, gatau sih ada apa engga kyknya ga ada yah",minesnya ga ada tanggal unggahan postingan aj gatau sih ada apa engga kyknya ga ada yah,minesnya ga ada tanggal unggahan postingan aj gatau sih ada apa engga kyknya ga ada yah,minesnya tidak ada tanggal unggahan postingan saja sih ada apa tidak kayaknya tidak ada ya,"['minesnya', 'tidak', 'ada', 'tanggal', 'unggahan', 'postingan', 'saja', 'sih', 'ada', 'apa', 'tidak', 'kayaknya', 'tidak', 'ada', 'ya']","['minesnya', 'tanggal', 'unggahan', 'postingan', 'sih', 'kayaknya', 'ya']",mes tanggal unggah postingan sih kayak ya
2025-04-29 05:30:50,Freya Freya,5,bagus bet aplikasi nya,bagus bet aplikasi nya,bagus bet aplikasi nya,bagus banget aplikasi ya,"['bagus', 'banget', 'aplikasi', 'ya']","['bagus', 'banget', 'aplikasi', 'ya']",bagus banget aplikasi ya
2025-04-29 05:16:16,Sarifuddin Mapparape,1,"maaf aku kasi bintang 1 karena aku mau masuk, lalu aku kasi umurku, tapi nga bisa udah berulang kali aku coba tetap nga bisa tolong yah di kasi permudah untuk buka apk nya",maaf aku kasi bintang  karena aku mau masuk lalu aku kasi umurku tapi nga bisa udah berulang kali aku coba tetap nga bisa tolong yah di kasi permudah untuk buka apk nya,maaf aku kasi bintang  karena aku mau masuk lalu aku kasi umurku tapi nga bisa udah berulang kali aku coba tetap nga bisa tolong yah di kasi permudah untuk buka apk nya,maaf aku kasih bintang karena aku mau masuk lalu aku kasih umurku tapi tidak bisa sudah berulang kali aku coba tetap tidak bisa tolong ya di kasih permudah untuk buka apk ya,"['maaf', 'aku', 'kasih', 'bintang', 'karena', 'aku', 'mau', 'masuk', 'lalu', 'aku', 'kasih', 'umurku', 'tapi', 'tidak', 'bisa', 'sudah', 'berulang', 'kali', 'aku', 'coba', 'tetap', 'tidak', 'bisa', 'tolong', 'ya', 'di', 'kasih', 'permudah', 'untuk', 'buka', 'apk', 'ya']","['maaf', 'kasih', 'bintang', 'masuk', 'kasih', 'umurku', 'berulang', 'kali', 'coba', 'tolong', 'ya', 'kasih', 'permudah', 'buka', 'apk', 'ya']",maaf kasih bintang masuk kasih umur ulang kali coba tolong ya kasih mudah buka apk ya
2025-04-29 04:18:10,Hilda Via marta,2,ini kenapa yaa kok pas pemasukan usia GK bisaa di lanjutkan tolong ini harus gimana kalo dah gini!!!!,ini kenapa yaa kok pas pemasukan usia GK bisaa di lanjutkan tolong ini harus gimana kalo dah gini,ini kenapa yaa kok pas pemasukan usia gk bisaa di lanjutkan tolong ini harus gimana kalo dah gini,ini kenapa ya kok pas pemasukan usia tidak bisa di lanjutkan tolong ini harus bagaimana kalau sudah begini,"['ini', 'kenapa', 'ya', 'kok', 'pas', 'pemasukan', 'usia', 'tidak', 'bisa', 'di', 'lanjutkan', 'tolong', 'ini', 'harus', 'bagaimana', 'kalau', 'sudah', 'begini']","['ya', 'pas', 'pemasukan', 'usia', 'lanjutkan', 'tolong']",ya pas pasu usia lanjut tolong
2025-04-29 03:16:25,M.taufik Bintang_1,5,support ♥️💯,support ,support ,support,['support'],['support'],support
2025-04-29 02:46:16,Waewed 123,1,akun ku kena band woe 😡😡😭😭😔,akun ku kena band woe ,akun ku kena band woe ,akun ku kena band woe,"['akun', 'ku', 'kena', 'band', 'woe']","['akun', 'ku', 'kena', 'band', 'woe']",akun ku kena band woe
2025-04-29 01:31:00,Eni Indriani,5,bagus bisa mencari foto itu saja,bagus bisa mencari foto itu saja,bagus bisa mencari foto itu saja,bagus bisa mencari foto itu saja,"['bagus', 'bisa', 'mencari', 'foto', 'itu', 'saja']","['bagus', 'mencari', 'foto']",bagus cari foto
2025-04-29 00:59:44,Niken Yulianti,5,keren,keren,keren,keren,['keren'],['keren'],keren
2025-04-28 16:32:17,Alhik mah,1,Search nya GK lengkap dan GK akurat,Search nya GK lengkap dan GK akurat,search nya gk lengkap dan gk akurat,search ya tidak lengkap dan tidak akurat,"['search', 'ya', 'tidak', 'lengkap', 'dan', 'tidak', 'akurat']","['search', 'ya', 'lengkap', 'akurat']",search ya lengkap akurat
2025-04-28 16:23:23,Lisna Efiza,5,good...,good,good,good,['good'],['good'],good
2025-04-28 15:38:51,Bebek Goreng,5,baguss bngettttt,baguss bngettttt,baguss bngettttt,bagus bngettttt,"['bagus', 'bngettttt']","['bagus', 'bngettttt']",bagus bngettttt
2025-04-28 13:09:04,sutrisno trisno,5,BAGUS BGT TITIK!!!,BAGUS BGT TITIK,bagus bgt titik,bagus banget titik,"['bagus', 'banget', 'titik']","['bagus', 'banget', 'titik']",bagus banget titik
2025-04-28 12:54:11,lana mas,5,Perfect,Perfect,perfect,perfect,['perfect'],['perfect'],perfect
2025-04-28 12:48:08,viryarambha,5,ok,ok,ok,ok,['ok'],['ok'],ok
2025-04-28 11:11:18,Sienna Br,5,"satu kata ""good""",satu kata good,satu kata good,satu kata good,"['satu', 'kata', 'good']",['good'],good
2025-04-28 09:49:35,Keylaa,5,"bagus bgt, dan yap aku ga tau cara ambil fotonya/simpen, jadinya di screnshot aja😇😔",bagus bgt dan yap aku ga tau cara ambil fotonyasimpen jadinya di screnshot aja,bagus bgt dan yap aku ga tau cara ambil fotonyasimpen jadinya di screnshot aja,bagus banget dan ya aku tidak tau cara ambil fotonyasimpen jadinya di screnshot saja,"['bagus', 'banget', 'dan', 'ya', 'aku', 'tidak', 'tau', 'cara', 'ambil', 'fotonyasimpen', 'jadinya', 'di', 'screnshot', 'saja']","['bagus', 'banget', 'ya', 'tau', 'ambil', 'fotonyasimpen', 'screnshot']",bagus banget ya tau ambil fotonyasimpen screnshot
2025-04-28 09:21:34,Ranti agustina,4,😊😊,,,,[],[],
2025-04-28 08:40:31,urlocal kitsune,1,"aneh, saya gak melakukan pelanggaran tapi akun saya kena pelanggaran",aneh saya gak melakukan pelanggaran tapi akun saya kena pelanggaran,aneh saya gak melakukan pelanggaran tapi akun saya kena pelanggaran,aneh saya tidak melakukan pelanggaran tapi akun saya kena pelanggaran,"['aneh', 'saya', 'tidak', 'melakukan', 'pelanggaran', 'tapi', 'akun', 'saya', 'kena', 'pelanggaran']","['aneh', 'pelanggaran', 'akun', 'kena', 'pelanggaran']",aneh langgar akun kena langgar
2025-04-28 08:02:36,Ujung baru,3,baguss ajaa siwh,baguss ajaa siwh,baguss ajaa siwh,bagus saja siwh,"['bagus', 'saja', 'siwh']","['bagus', 'siwh']",bagus siwh
2025-04-28 07:50:37,Najwa Hikmatul,1,"akun ku tiba2 di nonaktifkan tanpa alasan, terus suka tiba2 keluar akun padahal gk ngapa2- in. (pokoknya gk suka)",akun ku tiba di nonaktifkan tanpa alasan terus suka tiba keluar akun padahal gk ngapa in pokoknya gk suka,akun ku tiba di nonaktifkan tanpa alasan terus suka tiba keluar akun padahal gk ngapa in pokoknya gk suka,akun ku tiba di nonaktifkan tanpa alasan terus suka tiba keluar akun padahal tidak ngapa ini pokoknya tidak suka,"['akun', 'ku', 'tiba', 'di', 'nonaktifkan', 'tanpa', 'alasan', 'terus', 'suka', 'tiba', 'keluar', 'akun', 'padahal', 'tidak', 'ngapa', 'ini', 'pokoknya', 'tidak', 'suka']","['akun', 'ku', 'nonaktifkan', 'alasan', 'suka', 'akun', 'ngapa', 'pokoknya', 'suka']",akun ku nonaktif alas suka akun ngapa pokok suka
2025-04-28 07:33:26,Hafsah ?,5,bagus dh gitu aja,bagus dh gitu aja,bagus dh gitu aja,bagus dah begitu saja,"['bagus', 'dah', 'begitu', 'saja']","['bagus', 'dah']",bagus dah
2025-04-28 07:02:39,山田光,5,gg apk🤩,gg apk,gg apk,tidak apk,"['tidak', 'apk']",['apk'],apk
2025-04-28 06:51:47,sasila putri,5,⍴іᥒ𝗍ᥱrᥱs𝗍 ᑲᥲgᥙs sіһ 𝗍⍴і sᥲᥡᥲ kᥙrᥲᥒg sᥙkᥲ 𝗍ᥲ⍴і sᥲᥡᥲ sᥙkᥲ ᑲg𝗍 ᥲᥒᥲk sᥲᥡᥲ gᥲ sᥙkᥲ 😾🎀,rs gs s  s krg sk  s sk g k s g sk ,rs gs s  s krg sk  s sk g k s g sk ,rs gs si si krg suka si suka tidak ke si tidak suka,"['rs', 'gs', 'si', 'si', 'krg', 'suka', 'si', 'suka', 'tidak', 'ke', 'si', 'tidak', 'suka']","['rs', 'gs', 'si', 'si', 'krg', 'suka', 'si', 'suka', 'si', 'suka']",rs gs si si krg suka si suka si suka
2025-04-28 05:32:21,kinarian mehrunisa anantyo,1,akun saya malah kesuspend padahal saya nggak post apa-apa lagi trouble kah 😐,akun saya malah kesuspend padahal saya nggak post apaapa lagi trouble kah ,akun saya malah kesuspend padahal saya nggak post apaapa lagi trouble kah ,akun saya malah kesuspend padahal saya tidak post apaapa lagi trouble kah,"['akun', 'saya', 'malah', 'kesuspend', 'padahal', 'saya', 'tidak', 'post', 'apaapa', 'lagi', 'trouble', 'kah']","['akun', 'kesuspend', 'post', 'apaapa', 'trouble', 'kah']",akun kesuspend post apaapa trouble kah
2025-04-28 03:42:15,aulia amel,2,tolong hapus gambar gambar yang tidak senonoh / terbuka,tolong hapus gambar gambar yang tidak senonoh  terbuka,tolong hapus gambar gambar yang tidak senonoh  terbuka,tolong hapus gambar gambar yang tidak senonoh terbuka,"['tolong', 'hapus', 'gambar', 'gambar', 'yang', 'tidak', 'senonoh', 'terbuka']","['tolong', 'hapus', 'gambar', 'gambar', 'senonoh', 'terbuka']",tolong hapus gambar gambar senonoh buka
2025-04-28 02:49:39,Suryna Nana,1,saya tidak bisa masuk padahal Saya udah mengisi formulir pendaftaran dengan benar dan baik,saya tidak bisa masuk padahal Saya udah mengisi formulir pendaftaran dengan benar dan baik,saya tidak bisa masuk padahal saya udah mengisi formulir pendaftaran dengan benar dan baik,saya tidak bisa masuk padahal saya sudah mengisi formulir pendaftaran dengan benar dan baik,"['saya', 'tidak', 'bisa', 'masuk', 'padahal', 'saya', 'sudah', 'mengisi', 'formulir', 'pendaftaran', 'dengan', 'benar', 'dan', 'baik']","['masuk', 'mengisi', 'formulir', 'pendaftaran']",masuk isi formulir daftar
2025-04-28 02:32:11,Fiya Cantik,1,Mon maaf aku g bisa loginnnn. knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn. tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang🙏🙏,Mon maaf aku g bisa loginnnn knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,mon maaf aku g bisa loginnnn knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,mon maaf aku tidak bisa loginnnn kenapa sih pintrest ini harus login dulu sudah tau aku tidak bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,"['mon', 'maaf', 'aku', 'tidak', 'bisa', 'loginnnn', 'kenapa', 'sih', 'pintrest', 'ini', 'harus', 'login', 'dulu', 'sudah', 'tau', 'aku', 'tidak', 'bisa', 'loginn', 'tolong', 'untuk', 'up', 'selanjutnya', 'jangan', 'ada', 'login', 'soalnya', 'aku', 'cuma', 'mau', 'ambil', 'gambar', 'doang']","['mon', 'maaf', 'loginnnn', 'sih', 'pintrest', 'login', 'tau', 'loginn', 'tolong', 'up', 'login', 'ambil', 'gambar', 'doang']",mon maaf loginnnn sih pintrest login tau loginn tolong up login ambil gambar doang
2025-04-28 01:54:43,kurnia bustanil,5,sangat menginspirasi,sangat menginspirasi,sangat menginspirasi,sangat menginspirasi,"['sangat', 'menginspirasi']",['menginspirasi'],inspirasi
2025-04-27 23:56:17,Dwi aris Priyatno,5,Buat nyari bahan tema total launcher di sini lumayan banyak,Buat nyari bahan tema total launcher di sini lumayan banyak,buat nyari bahan tema total launcher di sini lumayan banyak,buat mencari bahan tema total launcher di sini lumayan banyak,"['buat', 'mencari', 'bahan', 'tema', 'total', 'launcher', 'di', 'sini', 'lumayan', 'banyak']","['mencari', 'bahan', 'tema', 'total', 'launcher', 'lumayan']",cari bahan tema total launcher lumayan
2025-04-27 23:30:44,Bayu Brahmantara,4,lumayan lah,lumayan lah,lumayan lah,lumayan lah,"['lumayan', 'lah']",['lumayan'],lumayan
2025-04-27 23:26:31,Qu Til,5,"transfer duit jd mudah dgn pinterest,....",transfer duit jd mudah dgn pinterest,transfer duit jd mudah dgn pinterest,transfer duit jadi mudah dengan pinterest,"['transfer', 'duit', 'jadi', 'mudah', 'dengan', 'pinterest']","['transfer', 'duit', 'mudah', 'pinterest']",transfer duit mudah pinterest
2025-04-27 13:04:39,Ghevira Ersza,4,bangus tapi ko ga ada poto yg baru ya,bangus tapi ko ga ada poto yg baru ya,bangus tapi ko ga ada poto yg baru ya,bangus tapi kok tidak ada poto yang baru ya,"['bangus', 'tapi', 'kok', 'tidak', 'ada', 'poto', 'yang', 'baru', 'ya']","['bangus', 'poto', 'ya']",bangus poto ya
2025-04-27 12:45:48,Sptrakori Tem,5,sangat bagus sekali aku kasih bintang lima tapi ada yang kurang dari fotonya tolong ditambahkan fotonya itu saran aku makasih,sangat bagus sekali aku kasih bintang lima tapi ada yang kurang dari fotonya tolong ditambahkan fotonya itu saran aku makasih,sangat bagus sekali aku kasih bintang lima tapi ada yang kurang dari fotonya tolong ditambahkan fotonya itu saran aku makasih,sangat bagus sekali aku kasih bintang lima tapi ada yang kurang dari fotonya tolong ditambahkan fotonya itu saran aku,"['sangat', 'bagus', 'sekali', 'aku', 'kasih', 'bintang', 'lima', 'tapi', 'ada', 'yang', 'kurang', 'dari', 'fotonya', 'tolong', 'ditambahkan', 'fotonya', 'itu', 'saran', 'aku']","['bagus', 'kasih', 'bintang', 'fotonya', 'tolong', 'fotonya', 'saran']",bagus kasih bintang foto tolong foto saran
