at,userName,score,content,cleaning,case_folding,normalisasi,stemming_data,sentiment
2025-04-28 06:51:47,sasila putri,5,⍴іᥒ𝗍ᥱrᥱs𝗍 ᑲᥲgᥙs sіһ 𝗍⍴і sᥲᥡᥲ kᥙrᥲᥒg sᥙkᥲ 𝗍ᥲ⍴і sᥲᥡᥲ sᥙkᥲ ᑲg𝗍 ᥲᥒᥲk sᥲᥡᥲ gᥲ sᥙkᥲ 😾🎀,rs gs s  s krg sk  s sk g k s g sk ,rs gs s  s krg sk  s sk g k s g sk ,rs gs si si krg suka si suka tidak ke si tidak suka,rs gs si si krg suka si suka si suka,Positif
2025-04-28 05:32:21,kinarian mehrunisa anantyo,1,akun saya malah kesuspend padahal saya nggak post apa-apa lagi trouble kah 😐,akun saya malah kesuspend padahal saya nggak post apaapa lagi trouble kah ,akun saya malah kesuspend padahal saya nggak post apaapa lagi trouble kah ,akun saya malah kesuspend padahal saya tidak post apaapa lagi trouble kah,akun kesuspend post apaapa trouble kah,Negatif
2025-04-28 03:42:15,aulia amel,2,tolong hapus gambar gambar yang tidak senonoh / terbuka,tolong hapus gambar gambar yang tidak senonoh  terbuka,tolong hapus gambar gambar yang tidak senonoh  terbuka,tolong hapus gambar gambar yang tidak senonoh terbuka,tolong hapus gambar gambar senonoh buka,Negatif
2025-04-28 02:49:39,Suryna Nana,1,saya tidak bisa masuk padahal Saya udah mengisi formulir pendaftaran dengan benar dan baik,saya tidak bisa masuk padahal Saya udah mengisi formulir pendaftaran dengan benar dan baik,saya tidak bisa masuk padahal saya udah mengisi formulir pendaftaran dengan benar dan baik,saya tidak bisa masuk padahal saya sudah mengisi formulir pendaftaran dengan benar dan baik,masuk isi formulir daftar,Negatif
2025-04-28 02:32:11,Fiya Cantik,1,Mon maaf aku g bisa loginnnn. knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn. tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang🙏🙏,Mon maaf aku g bisa loginnnn knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,mon maaf aku g bisa loginnnn knp sihh pintrest ini harus login duluuu udah tau aku ga bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,mon maaf aku tidak bisa loginnnn kenapa sih pintrest ini harus login dulu sudah tau aku tidak bisa loginn tolong untuk up selanjutnya jangan ada login soalnya aku cuma mau ambil gambar doang,mon maaf loginnnn sih pintrest login tau loginn tolong up login ambil gambar doang,Negatif
2025-04-28 01:54:43,kurnia bustanil,5,sangat menginspirasi,sangat menginspirasi,sangat menginspirasi,sangat menginspirasi,inspirasi,Positif
2025-04-27 23:56:17,Dwi aris Priyatno,5,Buat nyari bahan tema total launcher di sini lumayan banyak,Buat nyari bahan tema total launcher di sini lumayan banyak,buat nyari bahan tema total launcher di sini lumayan banyak,buat mencari bahan tema total launcher di sini lumayan banyak,cari bahan tema total launcher lumayan,Positif
2025-04-27 23:30:44,Bayu Brahmantara,4,lumayan lah,lumayan lah,lumayan lah,lumayan lah,lumayan,Positif
2025-04-27 23:26:31,Qu Til,5,"transfer duit jd mudah dgn pinterest,....",transfer duit jd mudah dgn pinterest,transfer duit jd mudah dgn pinterest,transfer duit jadi mudah dengan pinterest,transfer duit mudah pinterest,Positif
2025-04-27 13:04:39,Ghevira Ersza,4,bangus tapi ko ga ada poto yg baru ya,bangus tapi ko ga ada poto yg baru ya,bangus tapi ko ga ada poto yg baru ya,bangus tapi kok tidak ada poto yang baru ya,bangus poto ya,Positif
2025-04-27 12:45:48,Sptrakori Tem,5,sangat bagus sekali aku kasih bintang lima tapi ada yang kurang dari fotonya tolong ditambahkan fotonya itu saran aku makasih,sangat bagus sekali aku kasih bintang lima tapi ada yang kurang dari fotonya tolong ditambahkan fotonya itu saran aku makasih,sangat bagus sekali aku kasih bintang lima tapi ada yang kurang dari fotonya tolong ditambahkan fotonya itu saran aku makasih,sangat bagus sekali aku kasih bintang lima tapi ada yang kurang dari fotonya tolong ditambahkan fotonya itu saran aku,bagus kasih bintang foto tolong foto saran,Positif
2025-04-27 12:40:35,Aurel Aprillianti123,5,Bagus bangett,Bagus bangett,bagus bangett,bagus banget,bagus banget,Positif
2025-04-27 12:37:42,Akun Gcruk,4,bagus buat cari referensi,bagus buat cari referensi,bagus buat cari referensi,bagus buat cari referensi,bagus cari referensi,Positif
2025-04-27 11:51:14,Dea_ amanda,5,"apk ini sangat bagus, sangat membantu sekali untuk mencari ide' atau foto' lain",apk ini sangat bagus sangat membantu sekali untuk mencari ide atau foto lain,apk ini sangat bagus sangat membantu sekali untuk mencari ide atau foto lain,apk ini sangat bagus sangat membantu sekali untuk mencari ide atau foto lain,apk bagus bantu cari ide foto,Positif
2025-04-27 11:28:49,Irfandi Putra,1,bang akun ku kembalikan😭😭😭,bang akun ku kembalikan,bang akun ku kembalikan,abang akun ku kembalikan,abang akun ku kembali,Negatif
2025-04-27 11:19:03,Muhammad Ali zufar,5,ide bwt gambar ada disini semua wkwkwk,ide bwt gambar ada disini semua wkwkwk,ide bwt gambar ada disini semua wkwkwk,ide buat gambar ada disini semua wkwkwk,ide gambar wkwkwk,Positif
2025-04-27 11:07:52,Chinta Napitupulu,5,bagus banyak foto lucu estetik pokok nya bagus deh,bagus banyak foto lucu estetik pokok nya bagus deh,bagus banyak foto lucu estetik pokok nya bagus deh,bagus banyak foto lucu estetik pokok ya bagus deh,bagus foto lucu estetik pokok ya bagus deh,Positif
2025-04-27 10:54:20,Cheryl Eyye,5,"bagus banget! buat refrensi nugas gambar juga oke banget,gatau mau ngeulasan apa lagi,ini tuh wah bagus deh apalagi buat author disini memudahkan kita mengambil foto,tinggal pencet unduh gambar selesai gaperlu di screenshot lagi!,yang masuh ragu buat download mending download sekarang deh sekiann ulasan daru saya, terimakasih",bagus banget buat refrensi nugas gambar juga oke bangetgatau mau ngeulasan apa lagiini tuh wah bagus deh apalagi buat author disini memudahkan kita mengambil fototinggal pencet unduh gambar selesai gaperlu di screenshot lagiyang masuh ragu buat download mending download sekarang deh sekiann ulasan daru saya terimakasih,bagus banget buat refrensi nugas gambar juga oke bangetgatau mau ngeulasan apa lagiini tuh wah bagus deh apalagi buat author disini memudahkan kita mengambil fototinggal pencet unduh gambar selesai gaperlu di screenshot lagiyang masuh ragu buat download mending download sekarang deh sekiann ulasan daru saya terimakasih,bagus banget buat refrensi nugas gambar juga oke bangetgatau mau ngeulasan apa lagiini tuh wah bagus deh apalagi buat author disini memudahkan kita mengambil fototinggal pencet unduh gambar selesai gaperlu di screenshot lagiyang masuh ragu buat download mending download sekarang deh sekiann ulasan daru saya terimakasih,bagus banget refrensi nugas gambar oke bangetgatau ngeulasan lagiini tuh bagus deh author mudah ambil fototinggal pencet unduh gambar selesai gaperlu screenshot lagiyang masuh ragu download mending download deh sekiann ulas daru terimakasih,Positif
2025-04-27 10:52:38,Syara Sptln,5,bagus sekali bisa bikin Pp yuoutube,bagus sekali bisa bikin Pp yuoutube,bagus sekali bisa bikin pp yuoutube,bagus sekali bisa bikin pp yuoutube,bagus bikin pp yuoutube,Positif
2025-04-27 10:38:42,Zidane_kecew,5,bagus untuk mencari gambar aku suka sih,bagus untuk mencari gambar aku suka sih,bagus untuk mencari gambar aku suka sih,bagus untuk mencari gambar aku suka sih,bagus cari gambar suka sih,Positif
2025-04-27 09:54:59,HIDAYATUS D SIBYAN,1,"akun ke suspend ,terus gua minta bantuan servis lewat email dan gak pernah dijawab",akun ke suspend terus gua minta bantuan servis lewat email dan gak pernah dijawab,akun ke suspend terus gua minta bantuan servis lewat email dan gak pernah dijawab,akun ke suspend terus gua meminta bantuan servis lewat email dan tidak pernah dijawab,akun suspend gua bantu servis email,Negatif
2025-04-27 08:34:34,Liza Umami,5,"bgs sih tapi, enak",bgs sih tapi enak,bgs sih tapi enak,bagus sih tapi enak,bagus sih enak,Positif
2025-04-27 08:07:16,Muhammad Fahri,5,sangat keren,sangat keren,sangat keren,sangat keren,keren,Positif
2025-04-27 07:57:44,kaluna mustika,5,bagus pake banget😋😋,bagus pake banget,bagus pake banget,bagus pakai banget,bagus pakai banget,Positif
2025-04-27 07:50:13,Ranti Tika,5,"apk nya bagus banget, gambar yang ada di pin ini aesthetic semua dan lucu², pokonya kalo mau nyari foto aku recomendin cari di pin aja banyak fotonyaa",apk nya bagus banget gambar yang ada di pin ini aesthetic semua dan lucu pokonya kalo mau nyari foto aku recomendin cari di pin aja banyak fotonyaa,apk nya bagus banget gambar yang ada di pin ini aesthetic semua dan lucu pokonya kalo mau nyari foto aku recomendin cari di pin aja banyak fotonyaa,apk ya bagus banget gambar yang ada di pin ini aesthetic semua dan lucu pokoknya kalau mau mencari foto aku recomendin cari di pin saja banyak fotonyaa,apk ya bagus banget gambar pin aesthetic lucu pokok cari foto recomendin cari pin fotonyaa,Positif
2025-04-27 06:31:34,Udin udin,5,bagus bgt,bagus bgt,bagus bgt,bagus banget,bagus banget,Positif
2025-04-27 06:28:47,Surani Surani,5,bagus bgt lah pokoknya🫢,bagus bgt lah pokoknya,bagus bgt lah pokoknya,bagus banget lah pokoknya,bagus banget pokok,Positif
2025-04-27 06:27:17,Manda Yanti,2,katena tidak bisa di dongwloud,katena tidak bisa di dongwloud,katena tidak bisa di dongwloud,katena tidak bisa di dongwloud,katena dongwloud,Negatif
2025-04-27 06:22:37,fera widia,1,gimana cara daftarnya kocakkk susah bett 😭😭😭,gimana cara daftarnya kocakkk susah bett ,gimana cara daftarnya kocakkk susah bett ,bagaimana cara daftarnya kocak susah bett,daftar kocak susah bett,Negatif
2025-04-27 05:52:50,nana itsna,2,"aplikasinya ngebug, setiap pencarian gambar menyesuaikan foto selalu mengalami force close secara terus menerus.",aplikasinya ngebug setiap pencarian gambar menyesuaikan foto selalu mengalami force close secara terus menerus,aplikasinya ngebug setiap pencarian gambar menyesuaikan foto selalu mengalami force close secara terus menerus,aplikasinya ngebug setiap pencarian gambar menyesuaikan foto selalu mengalami force close secara terus menerus,aplikasi ngebug cari gambar sesuai foto alami force close terus,Negatif
2025-04-27 05:31:46,ihsan ihsan,5,cari apa?ingat pinterest,cari apaingat pinterest,cari apaingat pinterest,cari apaingat pinterest,cari apaingat pinterest,Positif
2025-04-27 05:29:31,Khanzza Aulia Hamdani,5,bagus ajq,bagus ajq,bagus ajq,bagus ajq,bagus ajq,Positif
2025-04-27 04:36:44,gita,5,beautiful 🩷,beautiful ,beautiful ,beautiful,beautiful,Positif
2025-04-27 04:08:56,Sutoto Toto,5,BAGUS FOTO COWOK NYA GANTENG BANGET,BAGUS FOTO COWOK NYA GANTENG BANGET,bagus foto cowok nya ganteng banget,bagus foto cowok ya ganteng banget,bagus foto cowok ya ganteng banget,Positif
2025-04-27 03:35:41,Fuyuka Furini,2,apl ny bagus cmn pas login mau bikin akun ko gabisa padahal ak udah lebih umurnya 14 tahun tapi gabisa,apl ny bagus cmn pas login mau bikin akun ko gabisa padahal ak udah lebih umurnya  tahun tapi gabisa,apl ny bagus cmn pas login mau bikin akun ko gabisa padahal ak udah lebih umurnya  tahun tapi gabisa,apl nya bagus cuman pas login mau bikin akun kok padahal aku sudah lebih umurnya tahun tapi,apl nya bagus cuman pas login bikin akun umur,Negatif
2025-04-27 03:32:38,nayyxz,3,"INI KENAPAAAA PINTEREST AKU GABISA DIBUKAAAAA!?!? MUNCUL LAYAR PUTIH DOANG SAMA ABU ABU, PADAHAL TADI UDAH DI UNINSTALL TERUS DI INSTALL LAGIIIIII. IHHHH NGESELIN BGT TOLONG DIPERBAIKI",INI KENAPAAAA PINTEREST AKU GABISA DIBUKAAAAA MUNCUL LAYAR PUTIH DOANG SAMA ABU ABU PADAHAL TADI UDAH DI UNINSTALL TERUS DI INSTALL LAGIIIIII IHHHH NGESELIN BGT TOLONG DIPERBAIKI,ini kenapaaaa pinterest aku gabisa dibukaaaaa muncul layar putih doang sama abu abu padahal tadi udah di uninstall terus di install lagiiiiii ihhhh ngeselin bgt tolong diperbaiki,ini kenapaaaa pinterest aku dibukaaaaa muncul layar putih doang sama abu abu padahal tadi sudah di uninstall terus di install lagiiiiii ih mengesalkan banget tolong diperbaiki,kenapaaaa pinterest dibukaaaaa muncul layar putih doang abu abu uninstall install lagiiiiii ih kesal banget tolong baik,Negatif
2025-04-27 02:53:52,Sofik chamdan,4,good job,good job,good job,good job,good job,Positif
2025-04-27 02:31:59,Hansboy 14 Gaming,5,skwj8swnwinzisj keren,skwjswnwinzisj keren,skwjswnwinzisj keren,skwjswnwinzisj keren,skwjswnwinzisj keren,Positif
2025-04-27 02:17:54,Kaila Kekey,5,Karena bagus banget,Karena bagus banget,karena bagus banget,karena bagus banget,bagus banget,Positif
2025-04-27 02:05:03,Realme 2,5,apk ini bagus bgt bisa mencari ide menggunakan apk ini untuk apk ini akuh ksh bintang ⭐⭐⭐⭐⭐,apk ini bagus bgt bisa mencari ide menggunakan apk ini untuk apk ini akuh ksh bintang ,apk ini bagus bgt bisa mencari ide menggunakan apk ini untuk apk ini akuh ksh bintang ,apk ini bagus banget bisa mencari ide menggunakan apk ini untuk apk ini aku kasih bintang,apk bagus banget cari ide apk apk kasih bintang,Positif
2025-04-27 01:38:08,Anto Soni_C,5,Sangat Bagus Untuk Mengambil Foto/vidio,Sangat Bagus Untuk Mengambil Fotovidio,sangat bagus untuk mengambil fotovidio,sangat bagus untuk mengambil fotovidio,bagus ambil fotovidio,Positif
2025-04-27 00:54:29,Alif Febriansyah,1,"saya sudah memakai umur saya sendiri, tapi kenapa masih tidak bisa login ke akun saya",saya sudah memakai umur saya sendiri tapi kenapa masih tidak bisa login ke akun saya,saya sudah memakai umur saya sendiri tapi kenapa masih tidak bisa login ke akun saya,saya sudah memakai umur saya sendiri tapi kenapa masih tidak bisa login ke akun saya,pakai umur login akun,Negatif
2025-04-27 00:43:29,Ahmad Rojab,5,bagus 👍,bagus ,bagus ,bagus,bagus,Positif
2025-04-27 00:25:55,Nadyah,1,setiap aku mau tulis tanggal lahir aku selalu saja bilang ups!anda tidak memenuhi syarat ituuu ajaa jadi kesall 😡💢💢,setiap aku mau tulis tanggal lahir aku selalu saja bilang upsanda tidak memenuhi syarat ituuu ajaa jadi kesall ,setiap aku mau tulis tanggal lahir aku selalu saja bilang upsanda tidak memenuhi syarat ituuu ajaa jadi kesall ,setiap aku mau tulis tanggal lahir aku selalu saja bilang upsanda tidak memenuhi syarat itu saja jadi kesall,tulis tanggal lahir bilang upsanda penuh syarat kesall,Negatif
2025-04-27 00:08:20,Gianicheda Chesa,5,bembuat ku bisa bikin T-Shirt di roblox,bembuat ku bisa bikin TShirt di roblox,bembuat ku bisa bikin tshirt di roblox,bembuat ku bisa bikin tshirt di roblox,bembuat ku bikin tshirt roblox,Positif
2025-04-26 23:32:13,Darmawan Darmawan,5,ini uda bagus dan banyak pilihan video tapi ada satu ke salahan banyak bug tapi semenjak aku pake ini update nya makin seru aja,ini uda bagus dan banyak pilihan video tapi ada satu ke salahan banyak bug tapi semenjak aku pake ini update nya makin seru aja,ini uda bagus dan banyak pilihan video tapi ada satu ke salahan banyak bug tapi semenjak aku pake ini update nya makin seru aja,ini sudah bagus dan banyak pilihan video tapi ada satu ke salahan banyak bug tapi semenjak aku pakai ini update ya makin seru saja,bagus pilih video salah bug semenjak pakai update ya seru,Positif
2025-04-26 23:25:30,Qiandra Adzkia Wima putri,3,aku udah coba berulang kali mendaftar tapi tidak bisa,aku udah coba berulang kali mendaftar tapi tidak bisa,aku udah coba berulang kali mendaftar tapi tidak bisa,aku sudah coba berulang kali mendaftar tapi tidak bisa,coba ulang kali daftar,Negatif
2025-04-26 22:07:01,Andi Zainal Abidin Noza,5,mantap serta sangat lengkap mengikuti jaman dan selera kamu nsumen,mantap serta sangat lengkap mengikuti jaman dan selera kamu nsumen,mantap serta sangat lengkap mengikuti jaman dan selera kamu nsumen,mantap serta sangat lengkap mengikuti jaman dan selera kamu nsumen,mantap lengkap ikut jaman selera nsumen,Positif
2025-04-26 17:20:26,Gaza Abimanyu,5,w Tek dok tok tok nak berak tok,w Tek dok tok tok nak berak tok,w tek dok tok tok nak berak tok,gue tek dok tok tok nak berak tok,gue tek dok tok tok nak berak tok,Positif
2025-04-26 17:03:59,Hotaru Gakuin,3,"bagus sih apk nya lengkap, tapi tolong dikurangin hal²yg berbau18+",bagus sih apk nya lengkap tapi tolong dikurangin halyg berbau,bagus sih apk nya lengkap tapi tolong dikurangin halyg berbau,bagus sih apk ya lengkap tapi tolong dikurangin halyg berbau,bagus sih apk ya lengkap tolong rangin halyg bau,Negatif
2025-04-26 16:33:28,Aldi Smc,1,apk bkp jir💀😹,apk bkp jir,apk bkp jir,apk bkp jir,apk bkp jir,Negatif
2025-04-26 15:21:52,Yudikalimantan Kalimantan,5,oke,oke,oke,oke,oke,Positif
2025-04-26 15:03:51,Menik Menik,5,bagus banget seru juga lagi,bagus banget seru juga lagi,bagus banget seru juga lagi,bagus banget seru juga lagi,bagus banget seru,Positif
2025-04-26 14:58:58,Elizabeth Abet,5,sangat berguna,sangat berguna,sangat berguna,sangat berguna,guna,Positif
2025-04-26 14:52:54,Kanzaki K,1,"aplikasi AJG akun gw ke banned tanpa alasan dan tanpa pemberitahuan, padahal kagak pernah upload aneh aneh ataupun komen yang aneh, cuma save gambar dan download doank, malah Kena ban, tlol emang nih aplikasi",aplikasi AJG akun gw ke banned tanpa alasan dan tanpa pemberitahuan padahal kagak pernah upload aneh aneh ataupun komen yang aneh cuma save gambar dan download doank malah Kena ban tlol emang nih aplikasi,aplikasi ajg akun gw ke banned tanpa alasan dan tanpa pemberitahuan padahal kagak pernah upload aneh aneh ataupun komen yang aneh cuma save gambar dan download doank malah kena ban tlol emang nih aplikasi,aplikasi ajg akun gue ke banned tanpa alasan dan tanpa pemberitahuan padahal kagak pernah upload aneh aneh ataupun komen yang aneh cuma save gambar dan download doang malah kena ban tlol memang nih aplikasi,aplikasi ajg akun gue banned alas pemberitahuan kagak upload aneh aneh komen aneh save gambar download doang kena ban tlol nih aplikasi,Negatif
